0.000000000000000000e+00,5.952484303690657175e-01
1.000000000000000021e-02,4.642526218002331895e-01
2.000000000000000042e-02,3.332568132314006615e-01
2.999999999999999889e-02,2.022610046625681612e-01
4.000000000000000083e-02,7.126519609373563324e-02
5.000000000000000278e-02,-5.973061247509689475e-02
5.999999999999999778e-02,-1.907264210439293395e-01
7.000000000000000666e-02,-3.217222296127619785e-01
8.000000000000000167e-02,-4.527180381815943955e-01
8.999999999999999667e-02,-5.837138467504268124e-01
1.000000000000000056e-01,-7.147096553192594515e-01
1.100000000000000006e-01,-8.149235731794426396e-01
1.199999999999999956e-01,-8.304037578566099143e-01
1.300000000000000044e-01,-8.458839425337771889e-01
1.400000000000000133e-01,-8.613641272109445746e-01
1.499999999999999944e-01,-8.768443118881118492e-01
1.600000000000000033e-01,-8.923244965652791238e-01
1.700000000000000122e-01,-9.078046812424463985e-01
1.799999999999999933e-01,-9.232848659196136731e-01
1.900000000000000022e-01,-9.387650505967810588e-01
2.000000000000000111e-01,-9.542452352739483334e-01
2.099999999999999922e-01,-9.697254199511156081e-01
2.200000000000000011e-01,-9.852056046282828827e-01
2.300000000000000100e-01,-1.000685789305450157e+00
2.399999999999999911e-01,-1.016165973982617432e+00
2.500000000000000000e-01,-1.031646158659784707e+00
2.600000000000000089e-01,-1.047126343336951981e+00
2.700000000000000178e-01,-1.062606528014119256e+00
2.800000000000000266e-01,-1.077492975887771598e+00
2.899999999999999800e-01,-1.070959422241791525e+00
2.999999999999999889e-01,-1.064425868595811453e+00
3.099999999999999978e-01,-1.057892314949831158e+00
3.200000000000000067e-01,-1.051358761303851086e+00
3.300000000000000155e-01,-1.044825207657870791e+00
3.400000000000000244e-01,-1.038291654011890719e+00
3.500000000000000333e-01,-1.031758100365910646e+00
3.599999999999999867e-01,-1.025224546719930352e+00
3.699999999999999956e-01,-1.018690993073950279e+00
3.800000000000000044e-01,-1.012157439427970207e+00
3.900000000000000133e-01,-1.005623885781989912e+00
4.000000000000000222e-01,-9.990903321360098399e-01
4.100000000000000311e-01,-9.925567784900296564e-01
4.199999999999999845e-01,-9.860232248440494729e-01
4.299999999999999933e-01,-9.794896711980692894e-01
4.400000000000000022e-01,-9.729561175520892169e-01
4.500000000000000111e-01,-9.664225639061090334e-01
4.600000000000000200e-01,-9.598890102601288499e-01
4.700000000000000289e-01,-9.533554566141486664e-01
4.799999999999999822e-01,-9.550522850791425267e-01
4.899999999999999911e-01,-9.579079292933528889e-01
5.000000000000000000e-01,-9.607635735075633621e-01
5.100000000000000089e-01,-9.636192177217737243e-01
5.200000000000000178e-01,-9.664748619359841975e-01
5.300000000000000266e-01,-9.693305061501945596e-01
5.400000000000000355e-01,-9.721861503644050329e-01
5.500000000000000444e-01,-9.750417945786153950e-01
5.600000000000000533e-01,-9.778974387928257572e-01
5.700000000000000622e-01,-9.807530830070362304e-01
5.799999999999999600e-01,-9.836087272212465926e-01
5.899999999999999689e-01,-9.864643714354569548e-01
5.999999999999999778e-01,-9.893200156496674280e-01
6.099999999999999867e-01,-9.921756598638777902e-01
6.199999999999999956e-01,-9.950313040780882634e-01
6.300000000000000044e-01,-9.976900825158436792e-01
6.400000000000000133e-01,-9.958137871084040693e-01
6.500000000000000222e-01,-9.939374917009644594e-01
6.600000000000000311e-01,-9.920611962935248496e-01
6.700000000000000400e-01,-9.901849008860852397e-01
6.800000000000000488e-01,-9.883086054786456298e-01
6.900000000000000577e-01,-9.864323100712060199e-01
7.000000000000000666e-01,-9.845560146637664101e-01
7.099999999999999645e-01,-9.826797192563268002e-01
7.199999999999999734e-01,-9.808034238488871903e-01
7.299999999999999822e-01,-9.789271284414475804e-01
7.399999999999999911e-01,-9.770508330340079706e-01
7.500000000000000000e-01,-9.751745376265683607e-01
7.600000000000000089e-01,-9.732982422191287508e-01
7.700000000000000178e-01,-9.714219468116891409e-01
7.800000000000000266e-01,-9.695456514042495311e-01
7.900000000000000355e-01,-9.676693559968099212e-01
8.000000000000000444e-01,-9.657930605893703113e-01
8.100000000000000533e-01,-9.639167651819307014e-01
8.200000000000000622e-01,-9.620404697744910916e-01
8.300000000000000711e-01,-9.601641743670514817e-01
8.399999999999999689e-01,-9.582878789596119828e-01
8.499999999999999778e-01,-9.564115835521723730e-01
8.599999999999999867e-01,-9.578681560842333687e-01
8.699999999999999956e-01,-9.601262591819489378e-01
8.800000000000000044e-01,-9.623843622796645070e-01
8.900000000000000133e-01,-9.646424653773799651e-01
9.000000000000000222e-01,-9.669005684750955343e-01
9.100000000000000311e-01,-9.691586715728111034e-01
9.200000000000000400e-01,-9.714167746705266726e-01
9.300000000000000488e-01,-9.736748777682422418e-01
9.400000000000000577e-01,-9.759329808659576999e-01
9.500000000000000666e-01,-9.781910839636732691e-01
9.599999999999999645e-01,-9.804491870613888382e-01
9.699999999999999734e-01,-9.827072901591042964e-01
9.799999999999999822e-01,-9.849653932568198655e-01
9.899999999999999911e-01,-9.872234963545354347e-01
1.000000000000000000e+00,-9.894815994522510039e-01
1.010000000000000009e+00,-9.917397025499665730e-01
1.020000000000000018e+00,-9.939978056476820312e-01
1.030000000000000027e+00,-9.962559087453976003e-01
1.040000000000000036e+00,-9.985140118431131695e-01
1.050000000000000044e+00,-1.000772114940828628e+00
1.060000000000000053e+00,-1.003030218038544197e+00
1.070000000000000062e+00,-1.004141068835407102e+00
1.080000000000000071e+00,-1.002530831113469523e+00
1.090000000000000080e+00,-1.000920593391532165e+00
